train/policy_loss,train/entropy_loss,time/total_timesteps,train/value_loss,train/n_updates,rollout/ep_rew_mean,train/std,train/explained_variance,train/learning_rate,time/time_elapsed,time/iterations,time/fps
-67.78054809570312,-1.419664740562439,100,3135.094482421875,19,-14.536708,1.0005322694778442,-0.023770689964294434,0.0007,,,
8.59166145324707,-1.4291765689849854,200,263.67022705078125,39,-16.644194,1.010513424873352,-0.5992220640182495,0.0007,,,
-66.08088684082031,-1.4291390180587769,300,2559.643310546875,59,-17.041727,1.0104445219039917,-0.551742672920227,0.0007,,,
-74.99530029296875,-1.4327566623687744,400,4564.3388671875,79,-17.619629,1.0143649578094482,7.385015487670898e-05,0.0007,,,
-66.01524353027344,-1.4309900999069214,500,1978.787109375,99,-17.896418,1.011820912361145,0.001690685749053955,0.0007,,,
,,500,,,,,,,0,100,1036
-126.90766906738281,-1.4359492063522339,600,8464.6865234375,119,-14.959591,1.0170153379440308,0.00011050701141357422,0.0007,,,
-43.03748321533203,-1.4374014139175415,700,3109.93408203125,139,-15.723677,1.0198403596878052,0.00036585330963134766,0.0007,,,
-13.031503677368164,-1.4440745115280151,800,47.93610763549805,159,-16.021801,1.024162769317627,-0.0538332462310791,0.0007,,,
-60.8079719543457,-1.440950632095337,900,2512.47802734375,179,-16.284855,1.0227853059768677,-0.007624387741088867,0.0007,,,
-60.17732620239258,-1.44431734085083,1000,3544.106689453125,199,-17.347301,1.0264629125595093,-1.4424324035644531e-05,0.0007,,,
,,1000,,,,,,,0,200,1000
-73.63739013671875,-1.4489002227783203,1100,1518.1124267578125,219,-17.668592,1.0291739702224731,0.0008341073989868164,0.0007,,,
-141.3386688232422,-1.4521669149398804,1200,9204.310546875,239,-16.551126,1.0334703922271729,-0.00011134147644042969,0.0007,,,
-50.966758728027344,-1.4534941911697388,1300,3327.65087890625,259,-15.892704,1.0362880229949951,0.00036919116973876953,0.0007,,,
-3.2550323009490967,-1.4580990076065063,1400,29.59458351135254,279,-17.422361,1.0408155918121338,0.002526581287384033,0.0007,,,
-60.002899169921875,-1.4581751823425293,1500,1776.748046875,299,-16.47544,1.0399959087371826,-0.02715599536895752,0.0007,,,
,,1500,,,,,,,1,300,990
-102.3692398071289,-1.456791639328003,1600,4442.2333984375,319,-17.23839,1.037928581237793,-4.6253204345703125e-05,0.0007,,,
-62.13117599487305,-1.4612228870391846,1700,1984.567138671875,339,-17.917896,1.0432034730911255,0.001399993896484375,0.0007,,,
-168.22439575195312,-1.4611129760742188,1800,9306.4853515625,359,-16.408054,1.0422416925430298,-0.000516057014465332,0.0007,,,
-82.76004791259766,-1.4625515937805176,1900,3709.155517578125,379,-16.275599,1.0442769527435303,0.0002974271774291992,0.0007,,,
32.811767578125,-1.4636762142181396,2000,1135.932373046875,399,-16.504635,1.0450128316879272,-0.011600494384765625,0.0007,,,
,,2000,,,,,,,1,400,1004
-65.7754135131836,-1.463531255722046,2100,1771.0084228515625,419,-17.195969,1.0453099012374878,-0.008930563926696777,0.0007,,,
-76.6952896118164,-1.4650441408157349,2200,4026.137451171875,439,-16.38913,1.0473603010177612,1.4483928680419922e-05,0.0007,,,
-53.4810905456543,-1.4634225368499756,2300,1793.363525390625,459,-17.430464,1.0459192991256714,0.0003514289855957031,0.0007,,,
-173.53311157226562,-1.4692672491073608,2400,9207.876953125,479,-16.962902,1.0506346225738525,-0.00018405914306640625,0.0007,,,
-70.88673400878906,-1.4740355014801025,2500,3692.766357421875,499,-15.731836,1.0568890571594238,0.00010478496551513672,0.0007,,,
,,2500,,,,,,,2,500,1007
117.2727279663086,-1.4786388874053955,2600,11326.3623046875,519,-16.106705,1.0608993768692017,0.00041610002517700195,0.0007,,,
-56.87128829956055,-1.47798752784729,2700,1433.943115234375,539,-16.395258,1.060679316520691,-0.0029675960540771484,0.0007,,,
-63.3181037902832,-1.486182689666748,2800,4085.34716796875,559,-17.469301,1.0704447031021118,1.424551010131836e-05,0.0007,,,
-63.04404830932617,-1.4851137399673462,2900,1999.253173828125,579,-17.466835,1.0684475898742676,0.00018644332885742188,0.0007,,,
-119.69096374511719,-1.4922130107879639,3000,9928.6328125,599,-15.940695,1.076464056968689,-0.00010943412780761719,0.0007,,,
,,3000,,,,,,,3,600,998
-102.33946228027344,-1.4962981939315796,3100,3613.627685546875,619,-16.314688,1.0793652534484863,0.00015372037887573242,0.0007,,,
8.177133560180664,-1.4973822832107544,3200,37.08522415161133,639,-16.764395,1.0823100805282593,0.026705622673034668,0.0007,,,
-43.93302536010742,-1.4994242191314697,3300,1321.642822265625,659,-16.755672,1.0844624042510986,-0.000598907470703125,0.0007,,,
-82.05309295654297,-1.4941091537475586,3400,4909.693359375,679,-15.198033,1.0784106254577637,3.933906555175781e-06,0.0007,,,
-42.778785705566406,-1.494907259941101,3500,1455.9007568359375,699,-18.236311,1.079764485359192,0.00012683868408203125,0.0007,,,
,,3500,,,,,,,3,700,1004
-121.41743469238281,-1.4979493618011475,3600,9569.419921875,719,-16.820318,1.0825366973876953,-6.175041198730469e-05,0.0007,,,
-59.78190231323242,-1.49691903591156,3700,3025.77392578125,739,-15.487726,1.081574559211731,4.7206878662109375e-05,0.0007,,,
4.4888997077941895,-1.4949828386306763,3800,35.46482467651367,759,-17.347279,1.078621506690979,-0.003245234489440918,0.0007,,,
-63.20845413208008,-1.4939934015274048,3900,1613.242431640625,779,-17.138239,1.0776803493499756,-0.0001354217529296875,0.0007,,,
-78.68302917480469,-1.4902855157852173,4000,4507.1044921875,799,-16.780947,1.0743006467819214,2.562999725341797e-06,0.0007,,,
,,4000,,,,,,,3,800,1001
-60.21515655517578,-1.4840606451034546,4100,1907.300537109375,819,-16.428999,1.0674183368682861,0.00013434886932373047,0.0007,,,
-150.13717651367188,-1.4918808937072754,4200,8151.2158203125,839,-16.531105,1.0750579833984375,-7.68899917602539e-05,0.0007,,,
-87.20464324951172,-1.4912493228912354,4300,3595.446533203125,859,-15.048348,1.07449209690094,2.193450927734375e-05,0.0007,,,
-4.661181926727295,-1.4900442361831665,4400,42.292701721191406,879,-17.25767,1.0745680332183838,0.003980576992034912,0.0007,,,
-57.4388427734375,-1.4877331256866455,4500,1259.7861328125,899,-15.665812,1.0708526372909546,6.645917892456055e-05,0.0007,,,
,,4500,,,,,,,4,900,1000
-53.275634765625,-1.4886598587036133,4600,3451.397705078125,919,-16.589703,1.073164463043213,4.112720489501953e-06,0.0007,,,
-55.23139190673828,-1.4913887977600098,4700,2584.13671875,939,-17.053282,1.0759296417236328,3.260374069213867e-05,0.0007,,,
-125.27726745605469,-1.488215446472168,4800,9396.6318359375,959,-16.891346,1.071954607963562,-1.4662742614746094e-05,0.0007,,,
-69.89087677001953,-1.4909279346466064,4900,3809.10009765625,979,-16.25425,1.0749821662902832,1.2040138244628906e-05,0.0007,,,
-12.955395698547363,-1.4947665929794312,5000,43.31053924560547,999,-16.48538,1.077407717704773,0.014514505863189697,0.0007,,,
,,5000,,,,,,,5,1000,992
-55.62104415893555,-1.495301365852356,5100,1599.322021484375,1019,-16.947994,1.079506754875183,-0.0009527206420898438,0.0007,,,
-59.29296875,-1.496290922164917,5200,3261.416748046875,1039,-16.335785,1.0809401273727417,1.0371208190917969e-05,0.0007,,,
-51.0272216796875,-1.500913381576538,5300,1879.322998046875,1059,-17.922724,1.08612060546875,8.386373519897461e-05,0.0007,,,
-107.76805114746094,-1.5068279504776,5400,8877.765625,1079,-15.931523,1.0925287008285522,-1.8596649169921875e-05,0.0007,,,
-90.88748168945312,-1.5117554664611816,5500,2938.934326171875,1099,-16.030087,1.0963115692138672,1.728534698486328e-05,0.0007,,,
,,5500,,,,,,,5,1100,992
-3.8132147789001465,-1.5120543241500854,5600,23.306821823120117,1119,-16.666864,1.097989797592163,0.021342217922210693,0.0007,,,
-53.17415237426758,-1.5100979804992676,5700,985.9276123046875,1139,-16.645353,1.0946413278579712,-1.0251998901367188e-05,0.0007,,,
-103.69482421875,-1.5085517168045044,5800,3899.647705078125,1159,-17.36216,1.0930075645446777,9.059906005859375e-06,0.0007,,,
-58.437530517578125,-1.5110341310501099,5900,1637.62890625,1179,-17.234488,1.0964552164077759,0.00012505054473876953,0.0007,,,
-149.91140747070312,-1.5152755975723267,6000,9586.3291015625,1199,-16.845959,1.100826382637024,-1.2278556823730469e-05,0.0007,,,
,,6000,,,,,,,6,1200,990
-94.47000885009766,-1.5147993564605713,6100,2946.950439453125,1219,-16.419834,1.0993515253067017,2.3365020751953125e-05,0.0007,,,
10.991371154785156,-1.5179870128631592,6200,62.887481689453125,1239,-16.447546,1.1048634052276611,0.0005987286567687988,0.0007,,,
-59.12353515625,-1.51530122756958,6300,2283.325439453125,1259,-17.26288,1.1017272472381592,-0.0001093149185180664,0.0007,,,
-65.8689956665039,-1.5112221240997314,6400,4399.64404296875,1279,-16.182251,1.097549557685852,7.68899917602539e-06,0.0007,,,
-43.112640380859375,-1.511934518814087,6500,1465.231689453125,1299,-17.304852,1.0982426404953003,0.0006643533706665039,0.0007,,,
,,6500,,,,,,,6,1300,987
-108.6429443359375,-1.5076878070831299,6600,9046.5380859375,1319,-16.845165,1.0934160947799683,-3.0159950256347656e-05,0.0007,,,
-49.36766052246094,-1.5070843696594238,6700,3089.36669921875,1339,-16.254944,1.0931687355041504,1.7464160919189453e-05,0.0007,,,
-11.965147018432617,-1.5063047409057617,6800,103.78465270996094,1359,-16.294239,1.0913012027740479,0.002294480800628662,0.0007,,,
-45.898765563964844,-1.5103940963745117,6900,1348.353759765625,1379,-15.50242,1.0963389873504639,-4.9591064453125e-05,0.0007,,,
-75.90229797363281,-1.5111656188964844,7000,4167.6494140625,1399,-16.324644,1.0969945192337036,-5.960464477539062e-07,0.0007,,,
,,7000,,,,,,,7,1400,990
-59.239952087402344,-1.516136884689331,7100,1884.572265625,1419,-17.939827,1.1022331714630127,1.1622905731201172e-05,0.0007,,,
-124.07435607910156,-1.514975905418396,7200,9326.5126953125,1439,-15.107837,1.1010767221450806,-1.1920928955078125e-06,0.0007,,,
-59.8284797668457,-1.513917326927185,7300,3412.123779296875,1459,-15.773623,1.100325584411621,1.7285346984863281e-06,0.0007,,,
-8.545706748962402,-1.5180959701538086,7400,41.67253875732422,1479,-16.62891,1.104594111442566,-0.0002872943878173828,0.0007,,,
-52.21233367919922,-1.5244684219360352,7500,2113.454833984375,1499,-16.45557,1.1121748685836792,-0.0007079839706420898,0.0007,,,
,,7500,,,,,,,7,1500,990
-84.2346420288086,-1.5213438272476196,7600,4274.94921875,1519,-16.317835,1.1078269481658936,-3.5762786865234375e-07,0.0007,,,
-50.914485931396484,-1.5194627046585083,7700,2129.214599609375,1539,-16.790092,1.1066198348999023,3.516674041748047e-06,0.0007,,,
-168.89791870117188,-1.5241769552230835,7800,7959.08349609375,1559,-15.743312,1.1096875667572021,-1.2278556823730469e-05,0.0007,,,
-88.96908569335938,-1.5252963304519653,7900,2883.792236328125,1579,-13.903667,1.1109850406646729,6.616115570068359e-06,0.0007,,,
96.02703094482422,-1.5198854207992554,8000,4645.05615234375,1599,-14.207966,1.1062166690826416,0.00015234947204589844,0.0007,,,
,,8000,,,,,,,8,1600,988
-54.21583938598633,-1.5212278366088867,8100,1599.757080078125,1619,-16.783092,1.1079901456832886,-6.711483001708984e-05,0.0007,,,
-80.99555206298828,-1.5234769582748413,8200,3758.759765625,1639,-15.88538,1.1100924015045166,-3.5762786865234375e-07,0.0007,,,
-67.46904754638672,-1.5193029642105103,8300,2101.400146484375,1659,-15.114854,1.1054861545562744,3.5762786865234375e-06,0.0007,,,
-160.0494384765625,-1.5212750434875488,8400,9334.068359375,1679,-15.86505,1.1071892976760864,-2.6226043701171875e-06,0.0007,,,
-91.3846664428711,-1.515437126159668,8500,3892.6640625,1699,-15.219608,1.100821852684021,2.1457672119140625e-06,0.0007,,,
,,8500,,,,,,,8,1700,987
-7.520620822906494,-1.5084831714630127,8600,27.52060890197754,1719,-16.282238,1.093706488609314,0.0001939535140991211,0.0007,,,
-56.2092399597168,-1.5089645385742188,8700,1994.424560546875,1739,-17.170525,1.0946611166000366,-1.2874603271484375e-05,0.0007,,,
-100.62059020996094,-1.5113521814346313,8800,4476.1923828125,1759,-17.469135,1.0964800119400024,2.384185791015625e-07,0.0007,,,
-48.66868209838867,-1.513901948928833,8900,1831.1416015625,1779,-15.4099245,1.100364089012146,1.3828277587890625e-05,0.0007,,,
-115.64278411865234,-1.515581727027893,9000,8515.9169921875,1799,-14.880486,1.1018555164337158,-2.2649765014648438e-06,0.0007,,,
,,9000,,,,,,,9,1800,987
-53.677452087402344,-1.5144805908203125,9100,3228.02001953125,1819,-15.928354,1.101122260093689,4.172325134277344e-07,0.0007,,,
17.802873611450195,-1.5139591693878174,9200,190.4860076904297,1839,-14.370899,1.0997568368911743,1.5795230865478516e-05,0.0007,,,
-55.51625442504883,-1.5144463777542114,9300,1459.444091796875,1859,-15.471539,1.1002751588821411,-8.893013000488281e-05,0.0007,,,
-78.23127746582031,-1.512107491493225,9400,4847.0546875,1879,-15.457049,1.0980417728424072,0.0,0.0007,,,
-77.07099914550781,-1.5142295360565186,9500,1534.362060546875,1899,-16.066414,1.099071979522705,2.9206275939941406e-06,0.0007,,,
,,9500,,,,,,,9,1900,988
-98.03236389160156,-1.5123234987258911,9600,8822.994140625,1919,-15.094853,1.098798394203186,-8.463859558105469e-06,0.0007,,,
-50.717899322509766,-1.5168373584747314,9700,2707.83740234375,1939,-13.114413,1.1037192344665527,1.3709068298339844e-06,0.0007,,,
26.29915428161621,-1.5176271200180054,9800,584.1148071289062,1959,-14.737244,1.1031161546707153,-2.110004425048828e-05,0.0007,,,
-79.07965087890625,-1.51520836353302,9900,1804.4583740234375,1979,-16.440083,1.1002391576766968,-6.639957427978516e-05,0.0007,,,
-120.0373306274414,-1.5175437927246094,10000,3818.434326171875,1999,-15.845153,1.1026835441589355,1.7881393432617188e-07,0.0007,,,
,,10000,,,,,,,10,2000,989
